Korean,English
페이지,Page
겸,President and
겁먹지,Intimidated
로저,Roger
골치,Headaches
되겠군요,Doegetgunyo
아버지랑,Dad
연설,speech
마셨어,Gulped
7월,In July
겪는,Suffer
화면,screen
애인이,The lover
다행이에요,What a relief
영상이,This image
제국의,Imperial
해줄까,How that will
준비할,Be ready
착하게,Be good
혐의를,Accused
카메라에,The camera
좋아하게,Like
병력이,Troops
폭발이,Explosion
동쪽으로,Eastward
인정하지,Not recognize
떠오르는,Rising
일인데요,One indeyo
사람일,One person
사용해서,Using
알려야,Tell
힐,heel
지겨워,boring
장난하는,Mischief that
원했어요,He won
한밤중에,At midnight
짐은,Jim
그럼에도,"Nevertheless,"
한스,HANS
먹게,Eat
얘기해봐,Tell me
엿이나,Screw
정당한,just
한쪽,pair
곳의,A place
무시하고,Ignore
나서는,Naseoneun
바퀴,wheel
베스트,best
대단해요,Great
해결하고,Solving and
상자에,In the box
작가,Writer
잘들어,Listen
괜한,Useless
이것봐,Look
생존,survival
살아남지,Survive
십,ten
흰,white
잘됐어,Good.
받았을,Received
뭐하세요,What are you doing
즐거웠어요,I enjoyed
번째는,Second is
부모님께,Parents
하던데요,Hadeondeyo
도시로,The city
드는데,Deuneunde
않은데요,I do not
비명,scream
그러기,Do this
희망,Hope
쳐다보고,Staring
않았소,It was small
에린,Erin
앞으로는,from now on
자막제작,Subtitling
켜,Turns
겠네요,Getneyo
한다구,Handagu
얘기해야,Need to talk
감염이,Infection
분들,People
잘될,Work out
해리스,Harris
고른,select
스톤,stone
말구,Malgu
의미는,Meaning
낳고,Father
우주를,The universe
유감스럽게도,Unfortunately
지니,Genie
영리한,smart
핵,nucleus
마술,Magic
대학교,University
홀든,Holden
허가,permission
그만둬요,Cut it out.
낮춰,Lower
했다구요,Just asked
집중하고,Focused and
좋겠다고,Wish
의견은,Opinions
서비스를,Services
될거,Going
센,sen
스키,ski
자들,Those who
알아야지,Alahyaji
달라질,Different
사형,execution
데려가고,Taking
키우는,Grow
이비,Evie
왼발,Footed
농담이,Joke
아실,Acyl
되는거,Becoming
할때,when doing
죽었잖아,It's dead.
사랑으로,Love
흐르는,flowing
똥을,Shit
지나서,along
천재,genius
싸운,Fought
받았고,Received
읽었어,I read
편안하게,comfortably
보호를,Protection
경찰에게,To the police
이거에,In this
가동,behavior
애의,Ke
못하도록,Prevent
정신은,Spirit
좋아질,Get better
자식은,The child
교수,Professor
동료가,Fellow
그애가,She
여러번,many times
남기지,Leave
칼은,Carl
열쇠는,The key is
단서가,Clue
마음껏,Unlimited
알겠군,All right group
정상으로,Normally
걸리면,Caught
가능합니다,Available
데려가는,Take the
않겠소,Would cows
주사,injection
똑똑해,Smart
배터리,battery
병원은,Hospitals
한방,Oriental
자동,Automatic
그림이,Picture
허가를,Permit
셈이야,Shem's
준비됐나,Ready
마렴,Bad word
낚시,fishing
예이,Yay
가능성,Possibility
고맙다는,Thank you
프레드,Fred
닉이,Nick
알렉산더,Alexander
드래곤,Dragon
tv를,The tv
발생한,Occurred
원하신다면,If you want
하시네요,Rubbish
조셉,Joseph
10번,10
혹시라도,Have any
지원이,Support
기본적인,basic
괜찮았어,It was fine
애랑,With her.
추운,cold
싫었어,Hated
돌아왔을,Come back
로지타,Lodge Other
친구들에게,Friends
보여준,Showed
12월,December
비숍,bishop
전기를,Electrical
사람이었어요,Who was
없대,Eopdae
경관,scene
화성에,Mars
여러가지,Several
훔쳤어,Steal
하느라,Busy
상상을,The imagination
듯한,blazing
급하게,Hurry
대사,script
봤거든,I saw
찾을수,Find
시작해야,Must start
폐가,Lungs
다행히도,Fortunately
많은걸,Many know
집안에,The house
그죠,Huh
구두,shoes
니콜라스,Nicholas
한판,Bout
그러실,However rooms
죽겠네,Jukgetne
원했어,Wanted
사귀고,Dating
어디에도,Nowhere
저들,They
소녀를,The girl
베를린,Berlin
하나님이,God has
만나자고,Meet me
사인을,A sign
유감이지만,Unfortunately
친구들도,Friends are
엄밀히,Strictly
나까지,Or to
연습을,Practice
처음이에요,It's the first time
11월,November
콩,bean
찾았고,Found
기다리라고,To wait
들어갑니다,Enters
캘리가,Cali is
두려움,fear
로건,Logan
많으니까,There are lots
벌려,Spread
챔피언,champion
보호하려고,To protect
직업은,Profession
다르죠,Diverge
보겠습니다,Let's
않군요,I do not
들리는데,Sounds
일부를,Some of the
브렌다,Brenda
철,iron
일해야,To work
송,Song
아셔야,Know
박스,box
고맙군요,Thank you.
복잡해,Complex
하겠다,would
괜찮고,Okay
피부를,The skin
열리는,Opens
보이잖아,You look
수년간,for years
선물은,Gifts
손상이,Damage
일어났던,Happened
환자들은,Patients
모르겠소,I do not know.
크림,cream
아닐지도,Perhaps
다치지,The injured
확인해야,Must make
플래시,flash
부탁할게,Please
이겨낼,Overcome
물도,Water
든다,Costs
강철,steel
위험할,Risk of
죽는다면,If you die
타워,tower
바를,What
생겼다,Looks
왔으면,Stoked
영혼의,The soul
섬을,The island
유키,Yuki
시작합시다,Let's get started
드론,drone
최초로,in the beginning
일어,Japanese
많네요,Manneyo
멀어,far
희망은,Hope
그러려면,"To do so,"
이쪽에,To this
호의를,Favoring
피아노,piano
피해자의,The victim
맹세해,I swear.
응급실,emergency room
얘기죠,Joe talk
지면,surface
어디갔어,Where is it
범죄자,criminal
오셨네요,You came
친구에요,Friend's
대통령의,Presidential
바다에서,From the sea
없을거에요,It will not
닐,Neal
두개의,Two
말했습니다,"He said,"
서둘러야,Hurry
만들거야,Going to make
심해요,Stiff
나간다,I'm going
오냐,OK
신세,Renal
루시퍼를,Lucifer
오셨군요,Kirchberg
밥은,rice is
제이미,Jamie
바뀌지,Change
충전,charge
않겠나,'D
공격해,Attack
어딘가에서,Somewhere
처리해야,Process must
보고를,Reports
중이잖아,You're
그런것,Geureongeot
꿈에서,In the dream
거인,giant
의사야,Doctor.
알아보는,Watch out
따님이,Your daughter
자국이,Marks
의도는,Intentions
자살을,Suicide
침착하게,Calmly
문제에요,It's a problem
부자가,Wealthy
비행기에서,On the plane
카렌,Karen
성이,The Castle
올리비아,Olivia
숲으로,Into the woods
사랑했어요,I loved
좋아하나,One love
단어가,The word
어휴,Ugh
꼼짝마,Freeze
끔찍하게,Terribly
어머니도,Mother
인터넷에,On the Internet
데릴,Daryl
농담이지,You're kidding.
연설을,Speech
모,mother
군이,The group
회의를,Meetings
만났지,Met
카우보이,cowboy
기록은,History
필요했어,I need
이거나,Or
모양인데,Shaped inde
떠도는,Drifting
이분이,this person
이죠,It's
벤자민,Benjamin
재밌지,Smiley
금요일에,On Friday
물고,Biting
형의,Brother
북부의,North
요괴,monster
말어,Here.What
않았겠지,Did suppose
압력,pressure
보이세요,Do you see
내셔널,National
녹음,record
테이블에,On the table
분노,anger
깨고,Breaking
잘하네,you're good
마법이,Magic
다녔어요,I went
역사에,In history
보이기,Show
좋다는,Good
씨에게,To Mr.
해결해야,It must be addressed
박수,clap
법정에,In court
이해하기,Understanding
하지는,Not
나쁠,Bad
장비가,Equipment
이해했어,I understand
하셔야,Need
몸으로,The body
있었다고요,It was calm
야구,baseball
굉장해,Awesome
